track_id	dataset	gt_bpm	det_bpm	label	sub_bass_ratio	spectral_flatness	attack_rise_time	mfcc_variance	contrast_variance
Albums-Latin_Jam5-02	BB	124.0	123.74	0	0.162278	0.012178	8.0000	765.3422	16.0837
Albums-Latin_Jam5-07	BB	124.0	123.7	0	0.357327	0.006540	8.0000	692.8505	16.3136
Albums-Latin_Jam5-11	BB	124.0	123.7	0	0.163615	0.024870	8.0000	568.5693	13.6778
Albums-Latino_Latino-01	BB	128.0	125.75	0	0.341480	0.016322	8.0000	1333.3157	16.8583
Albums-Latino_Latino-04	BB	120.0	117.41	0	0.309493	0.021267	8.0000	1103.2511	17.3860
Albums-Latino_Latino-06	BB	109.0	105.72	0	0.186601	0.004594	8.0000	1078.7482	18.5065
Albums-Macumba-01	BB	124.0	124.28	0	0.427369	0.000930	8.0000	953.5958	30.9949
Albums-Macumba-02	BB	124.0	124.09	0	0.225305	0.001248	8.0000	810.9589	19.6470
Albums-Macumba-03	BB	124.0	124.0	0	0.277097	0.000721	8.0000	672.9747	21.3327
Albums-Macumba-04	BB	124.0	124.02	0	0.105458	0.000804	8.0000	1016.1022	26.2045
Albums-Mambo_Kings-03	BB	117.0	114.88	0	0.239748	0.012340	8.0000	698.9580	13.2701
Albums-Mambo_Kings-10	BB	106.0	102.96	0	0.120028	0.007572	8.0000	642.3875	16.5584
Albums-Mambo_Kings-11	BB	118.0	115.98	0	0.016428	0.005668	8.0000	839.0116	17.9264
Albums-Mambo_Kings-12	BB	117.0	115.14	0	0.064493	0.015089	8.0000	984.7343	12.2463
Albums-Pais_Tropical-05	BB	124.0	123.73	0	0.103227	0.015488	8.0000	825.8730	15.5937
Albums-Pais_Tropical-06	BB	124.0	123.72	0	0.153293	0.015659	8.0000	675.2310	15.9680
Albums-Pais_Tropical-07	BB	124.0	123.74	0	0.186388	0.024112	8.0000	692.2158	13.5644
Albums-Pais_Tropical-08	BB	124.0	123.66	0	0.307206	0.011162	8.0000	650.7093	15.5364
Media-103401	BB	124.0	124.02	0	0.173941	0.010963	8.0000	1540.9446	34.0769
Media-103402	BB	124.0	124.0	0	0.193667	0.021825	8.0000	1670.0275	35.3845
Media-103403	BB	124.0	124.07	0	0.156446	0.008871	8.0000	927.5937	26.1237
Media-103404	BB	124.0	123.97	0	0.438031	0.019511	8.0000	1335.6256	30.9071
Media-103405	BB	124.0	124.0	0	0.115128	0.012345	8.0000	1642.1034	33.6819
Media-103406	BB	124.0	124.03	0	0.122421	0.023152	8.0000	1605.8491	35.3391
Media-103407	BB	124.0	124.0	0	0.173982	0.026296	8.0000	1820.5994	34.9404
Media-103408	BB	124.0	124.04	0	0.150204	0.024072	8.0000	1436.7556	25.8315
Media-103409	BB	124.0	124.02	0	0.187589	0.026969	8.0000	1899.9233	34.0766
Media-103410	BB	124.0	123.92	0	0.213983	0.019105	8.0000	1515.2850	31.3698
Media-103411	BB	124.0	123.95	0	0.167942	0.011280	8.0000	1274.2439	30.7422
Media-103412	BB	124.0	124.03	0	0.127818	0.008672	8.0000	1724.8224	37.6929
Media-103413	BB	124.0	123.98	0	0.234733	0.012346	8.0000	2318.4341	40.9534
Media-103414	BB	124.0	124.28	0	0.039047	0.011381	8.0000	1776.3834	39.1226
Media-103415	BB	124.0	120.02	0	0.195578	0.019270	8.0000	1851.2645	34.8930
Media-103416	BB	124.0	116.48	-1	0.194901	0.002789	8.0000	1706.1223	37.2712
Media-103417	BB	124.0	111.99	-1	0.194158	0.050720	8.0000	1896.1588	35.2991
Media-103507	BB	124.0	122.74	0	0.058241	0.006501	8.0000	1506.0757	33.7187
Media-103508	BB	124.0	124.44	0	0.068844	0.004216	9.0000	1690.3795	35.8440
Media-103509	BB	124.0	123.85	0	0.038935	0.014431	8.0000	1790.0123	38.8003
Media-103510	BB	124.0	123.95	0	0.224700	0.011349	8.0000	2065.1216	39.6333
Media-103601	BB	116.0	116.52	0	0.207124	0.028631	8.0000	1563.1365	32.1964
Media-103602	BB	124.0	123.98	0	0.373681	0.007105	8.0000	2392.0447	37.4454
Media-103603	BB	124.0	122.53	0	0.117951	0.013812	8.0000	1645.0564	36.1328
Media-103604	BB	124.0	124.88	0	0.114462	0.013573	8.0000	1751.8972	34.2555
Media-103617	BB	108.0	109.07	0	0.097806	0.007127	8.0000	1722.9354	34.5548
Media-103701	BB	124.0	123.99	0	0.060931	0.031641	8.0000	1548.9905	31.4066
Media-103702	BB	124.0	123.83	0	0.368525	0.006715	8.0000	1591.6836	37.7882
Media-103703	BB	124.0	119.84	0	0.265594	0.013391	8.0000	1530.4568	44.2432
Media-103704	BB	120.0	119.53	0	0.075587	0.011440	8.0000	1665.0365	41.2456
Media-103716	BB	112.0	114.98	0	0.330201	0.016839	8.0000	1752.8325	31.1442
Media-103801	BB	124.0	123.79	0	0.259946	0.020857	8.0000	1708.9133	31.9950
Media-103802	BB	124.0	123.76	0	0.251500	0.021331	8.0000	1544.2218	35.3728
Media-103803	BB	124.0	124.1	0	0.426267	0.013894	8.0000	2066.9502	36.2892
Media-103804	BB	116.0	116.31	0	0.321801	0.008694	8.0000	1450.0033	34.7028
Media-103816	BB	108.0	107.98	0	0.353071	0.032204	8.0000	1733.9583	34.9884
Media-103906	BB	124.0	124.05	0	0.321492	0.028136	8.0000	1599.9734	33.0335
Media-103907	BB	124.0	123.96	0	0.102372	0.009693	8.0000	1634.6799	37.6047
Media-103908	BB	124.0	125.0	0	0.139835	0.006464	8.0000	1441.6799	33.0850
Media-103909	BB	124.0	123.76	0	0.125703	0.020254	8.0000	1477.1580	31.5189
Media-103910	BB	100.0	200.0	1	0.293044	0.003829	8.0000	1364.8477	35.9919
Media-104009	BB	116.0	117.04	0	0.123962	0.013291	8.0000	1747.9915	36.3107
Media-104010	BB	124.0	126.72	0	0.135282	0.011651	8.0000	1763.3652	34.3124
Media-104011	BB	128.0	127.59	0	0.221203	0.015585	8.0000	2296.1089	31.5125
Media-104012	BB	124.0	124.0	0	0.246987	0.020773	8.0000	1570.9935	49.7143
Media-104106	BB	124.0	123.6	0	0.216575	0.023380	8.0000	1956.9727	32.7357
Media-104107	BB	124.0	123.68	0	0.413399	0.014840	9.0000	1609.7538	30.9717
Media-104108	BB	124.0	124.41	0	0.283443	0.004739	8.0000	1848.6262	37.4827
Media-104109	BB	124.0	124.15	0	0.210016	0.010211	8.0000	1140.8740	23.0046
Media-104110	BB	124.0	124.06	0	0.099058	0.011121	8.0000	2257.6865	33.5060
Media-104111	BB	124.0	124.07	0	0.391034	0.009212	8.0000	1648.4646	29.4625
Media-105405	BB	124.0	124.12	0	0.434797	0.010852	8.0000	1376.0901	29.0692
Media-105406	BB	124.0	124.02	0	0.154443	0.021231	8.0000	1224.3091	28.4433
Media-105407	BB	124.0	124.08	0	0.323773	0.004307	8.0000	1155.3688	25.0995
Media-105417	BB	116.0	115.0	0	0.375303	0.030511	8.0000	1360.2349	30.4307
Media-105601	BB	124.0	123.95	0	0.217565	0.009015	8.0000	1937.8591	36.7460
Media-105602	BB	124.0	123.98	0	0.234534	0.014248	8.0000	1406.3407	30.6777
Media-105603	BB	124.0	124.03	0	0.124043	0.016704	8.0000	1196.5311	27.9790
Media-105604	BB	124.0	124.0	0	0.418530	0.013354	8.0000	1222.8954	29.6716
Media-105605	BB	124.0	123.97	0	0.366119	0.019035	8.0000	1218.9923	26.2680
Media-106005	BB	124.0	124.05	0	0.140914	0.023534	8.0000	1179.7698	23.3179
Media-106006	BB	124.0	124.03	0	0.288224	0.032767	8.0000	1203.7880	23.3524
Media-106007	BB	124.0	123.98	0	0.243772	0.024436	8.0000	1017.0632	27.1620
Media-106008	BB	124.0	124.06	0	0.041170	0.018148	8.0000	1202.1284	24.0882
Media-106101	BB	124.0	124.03	0	0.273248	0.007914	8.0000	1408.4863	26.1205
Media-106102	BB	124.0	124.04	0	0.517418	0.020740	8.0000	1306.9167	24.9793
Media-106103	BB	124.0	124.02	0	0.246415	0.009640	8.0000	1344.4972	26.8314
Media-106104	BB	124.0	123.87	0	0.200671	0.010425	9.0000	1571.8075	29.5452
Media-106105	BB	124.0	123.8	0	0.251641	0.005297	8.0000	1338.8755	27.5910
Media-106117	BB	92.0	184.32	1	0.006177	0.001358	8.0000	1410.3655	23.3497
Albums-Cafe_Paradiso-14	BB	172.0	171.69	0	0.281895	0.018150	8.0000	548.0888	12.6644
Albums-Cafe_Paradiso-15	BB	172.0	173.81	0	0.284819	0.014275	8.0000	1030.3232	16.2854
Albums-Cafe_Paradiso-16	BB	172.0	171.52	0	0.016182	0.026958	8.0000	679.0167	17.3020
Albums-Commitments-08	BB	164.0	163.13	0	0.135576	0.028099	8.0000	1063.6644	13.7824
Albums-Commitments-10	BB	164.0	164.94	0	0.201271	0.010735	8.0000	1049.9607	15.4633
Albums-Fire-07	BB	176.0	175.59	0	0.168570	0.007973	8.0000	878.6430	13.8927
Albums-Fire-12	BB	180.0	179.66	0	0.248726	0.005239	8.0000	920.1391	15.9614
Albums-Latin_Jam-11	BB	176.0	175.66	0	0.306433	0.005271	8.0000	1080.2046	15.8291
Albums-Latin_Jam-12	BB	176.0	175.65	0	0.154742	0.015101	8.0000	586.7213	12.2078
Albums-Latin_Jam2-11	BB	176.0	175.73	0	0.125453	0.043266	8.0000	503.4456	12.7729
Albums-Latin_Jam2-12	BB	176.0	175.75	0	0.105173	0.042094	8.0000	472.8770	10.4219
Albums-Latin_Jam3-11	BB	176.0	176.0	0	0.467080	0.024636	8.0000	679.8359	12.3016
Albums-Latin_Jam3-12	BB	176.0	176.11	0	0.185647	0.027468	8.0000	446.8284	12.3388
Albums-Latin_Jam4-05	BB	176.0	175.58	0	0.257925	0.023025	8.0000	429.6539	12.6969
Albums-Latin_Jam4-10	BB	176.0	175.55	0	0.217888	0.010285	8.0000	416.4154	13.5420
Albums-Latin_Jam5-04	BB	176.0	175.57	0	0.196636	0.016602	8.0000	565.6426	12.7008
Albums-Latin_Jam5-09	BB	176.0	175.6	0	0.106288	0.015481	8.0000	387.6331	10.9866
Albums-Macumba-14	BB	172.0	173.65	0	0.093355	0.001800	8.0000	792.1582	23.2121
Albums-Macumba-15	BB	176.0	175.82	0	0.206849	0.000975	9.0000	660.2911	21.4350
Albums-Macumba-16	BB	168.0	168.22	0	0.234480	0.002117	8.0000	910.8500	27.2969
Albums-Pais_Tropical-13	BB	168.0	167.63	0	0.272605	0.018805	8.0000	840.5472	13.3862
Albums-Pais_Tropical-14	BB	168.0	167.63	0	0.230542	0.035924	8.0000	641.5560	13.8736
Albums-Pais_Tropical-15	BB	172.0	172.16	0	0.387435	0.026359	8.0000	559.0424	12.6949
Albums-Pais_Tropical-16	BB	172.0	171.48	0	0.456741	0.014946	8.0000	532.4081	15.5835
Media-103515	BB	160.0	80.1	2	0.166167	0.005677	8.0000	1466.3596	28.9789
Media-103516	BB	168.0	165.96	0	0.198027	0.010490	8.0000	1538.9584	38.6302
Media-103517	BB	176.0	175.89	0	0.213373	0.016383	8.0000	1570.7611	29.1895
Media-103611	BB	172.0	168.43	0	0.193222	0.007081	8.0000	1207.9530	34.7953
Media-103612	BB	176.0	175.67	0	0.233586	0.009900	8.0000	1481.8379	33.1600
Media-103613	BB	176.0	174.21	0	0.060823	0.027681	8.0000	2029.4595	30.4020
Media-103614	BB	172.0	173.65	0	0.266699	0.054215	9.0000	1939.6218	28.0073
Media-103619	BB	136.0	133.31	0	0.027960	0.022457	9.0000	1538.1877	29.8905
Media-103713	BB	176.0	176.02	0	0.406840	0.010170	8.0000	1550.2853	37.5110
Media-103714	BB	176.0	176.03	0	0.360409	0.023806	8.0000	1498.8113	29.3412
Media-103718	BB	124.0	124.77	0	0.084789	0.013821	8.0000	1593.8706	36.0768
Media-103719	BB	136.0	136.39	0	0.108730	0.005036	9.0000	1316.8572	37.5188
Media-103813	BB	172.0	172.55	0	0.155310	0.013213	8.0000	1492.7665	32.7696
Media-103814	BB	172.0	172.18	0	0.104918	0.013907	8.0000	1554.4603	32.3579
Media-103819	BB	132.0	65.88	2	0.344712	0.004268	8.0000	1255.9214	27.1810
Media-103917	BB	124.0	124.33	0	0.211268	0.012232	9.0000	1665.1779	36.2786
Media-103918	BB	144.0	142.82	0	0.199384	0.009425	8.5000	1544.4403	25.0045
Media-103919	BB	160.0	159.58	0	0.249092	0.023579	8.0000	1745.7997	24.9247
Media-103920	BB	168.0	166.96	0	0.046047	0.022323	8.0000	1594.7889	32.3587
Media-104015	BB	164.0	164.42	0	0.234199	0.002523	8.0000	1584.0370	36.6177
Media-104016	BB	172.0	171.1	0	0.138801	0.019172	8.0000	1884.0892	25.5869
Media-104017	BB	172.0	172.28	0	0.369111	0.007006	8.0000	1330.5554	26.2853
Media-104116	BB	136.0	136.23	0	0.096080	0.022872	8.0000	1278.9205	27.4106
Media-104117	BB	172.0	172.03	0	0.166812	0.033418	8.0000	2081.4905	25.3073
Media-104118	BB	172.0	172.02	0	0.098081	0.028583	8.0000	1458.9435	35.8424
Media-104119	BB	172.0	172.58	0	0.260756	0.016558	8.0000	1246.9255	29.3293
Media-105413	BB	160.0	159.38	0	0.227647	0.012163	8.0000	1252.7837	24.3690
Media-105414	BB	172.0	173.4	0	0.321681	0.013363	8.0000	1253.2800	25.1427
Media-105415	BB	172.0	170.03	0	0.154166	0.016425	9.0000	1120.7206	21.0517
Media-105420	BB	124.0	61.54	2	0.334587	0.007118	8.0000	1860.5265	40.4049
Media-106015	BB	168.0	170.66	0	0.048531	0.014318	8.0000	1163.4758	23.4287
Media-106016	BB	172.0	172.24	0	0.081758	0.027689	8.0000	1092.1919	27.2562
Media-106017	BB	172.0	171.98	0	0.276801	0.042271	8.0000	1381.6388	20.3404
Media-106114	BB	168.0	167.72	0	0.207333	0.028923	8.0000	1064.6958	21.1686
Media-106115	BB	172.0	170.71	0	0.213742	0.019506	8.0000	1787.7769	24.6328
Media-106116	BB	172.0	172.0	0	0.110145	0.026535	8.0000	1169.1687	26.2311
Albums-AnaBelen_Veneo-11	BB	214.0	105.29	2	0.161197	0.016923	8.0000	614.8574	14.5330
Albums-Ballroom_Classics4-18	BB	200.0	199.78	0	0.192958	0.007742	8.0000	1802.9061	27.8165
Albums-Ballroom_Classics4-19	BB	204.0	101.5	2	0.238766	0.007364	8.0000	1598.5099	35.9882
Albums-Ballroom_Classics4-20	BB	204.0	101.32	2	0.177710	0.013331	8.0000	1652.7885	30.6041
Albums-Ballroom_Magic-15	BB	208.0	103.79	2	0.543855	0.008962	8.0000	1087.4200	19.7051
Albums-Ballroom_Magic-16	BB	204.0	101.9	2	0.121720	0.011839	8.0000	915.0286	15.0660
Albums-Ballroom_Magic-17	BB	200.0	99.7	2	0.241668	0.005982	8.0000	624.4695	15.8065
Albums-Chrisanne1-12	BB	200.0	99.76	2	0.083545	0.011429	8.0000	1008.9639	15.2486
Albums-Chrisanne1-13	BB	200.0	148.96	-1	0.128832	0.005721	8.0000	707.7109	14.9593
Albums-Chrisanne1-14	BB	200.0	174.95	-1	0.063591	0.009344	8.0000	816.0859	13.1619
Albums-Chrisanne2-11	BB	200.0	196.09	0	0.045876	0.005970	8.0000	777.4064	13.6288
Albums-Chrisanne2-12	BB	204.0	101.86	2	0.160271	0.014750	8.0000	441.0520	12.7987
Albums-Chrisanne3-13	BB	204.0	102.29	2	0.203071	0.006178	8.0000	697.9072	12.2181
Albums-Chrisanne3-14	BB	200.0	100.62	2	0.051609	0.005896	8.0000	700.0056	16.4062
Albums-Chrisanne3-15	BB	204.0	103.46	2	0.058488	0.010177	8.0000	1452.4954	17.8801
Albums-Step_By_Step-15	BB	153.0	193.33	-1	0.099829	0.008094	8.0000	1422.5642	38.3295
Albums-Step_By_Step-16	BB	153.0	102.37	-1	0.167793	0.015513	8.0000	834.8680	15.5064
Albums-Step_By_Step-17	BB	153.0	101.77	-1	0.184444	0.012896	8.0000	1522.8510	27.2587
Albums-Step_By_Step-18	BB	153.0	102.01	-1	0.116173	0.004314	8.0000	1573.9995	32.7044
Media-100614	BB	204.0	106.16	-1	0.185810	0.001300	8.0000	905.0569	20.6529
Media-100615	BB	204.0	199.92	0	0.049468	0.001701	8.0000	651.5211	19.5938
Media-100616	BB	204.0	103.81	2	0.054598	0.001509	8.0000	1025.8665	24.8281
Media-103312	BB	200.0	199.85	0	0.133071	0.010142	8.0000	1667.2598	35.7845
Media-103313	BB	204.0	142.77	-1	0.097571	0.007975	8.0000	1435.9426	33.4684
Media-103314	BB	204.0	101.03	2	0.250446	0.012826	8.0000	1435.6700	26.8712
Media-104216	BB	200.0	199.81	0	0.294313	0.017383	8.0000	1827.1556	30.4517
Media-104217	BB	204.0	101.98	2	0.170559	0.007268	8.0000	1534.7494	30.2398
Media-104218	BB	204.0	102.0	2	0.117436	0.029246	9.0000	1571.0363	28.2937
Media-104219	BB	204.0	102.02	2	0.316462	0.007050	8.0000	1452.2632	30.1844
Media-104314	BB	208.0	104.22	2	0.106371	0.007641	8.0000	1247.7634	29.4325
Media-104315	BB	208.0	103.43	2	0.087871	0.005146	8.0000	1345.2051	32.1312
Media-104316	BB	208.0	104.27	2	0.017988	0.005155	8.0000	1142.9541	31.1849
Media-104317	BB	208.0	103.64	2	0.108767	0.001360	8.0000	1066.9052	23.9155
Media-104415	BB	208.0	102.56	2	0.057887	0.010143	8.0000	1181.6464	19.6085
Media-104416	BB	208.0	104.08	2	0.042007	0.026844	8.0000	1448.6161	33.2989
Media-104417	BB	208.0	200.0	0	0.012284	0.008271	8.0000	1128.8922	28.5402
Media-104418	BB	208.0	103.22	2	0.044389	0.002473	8.0000	1207.7042	31.6866
Media-104514	BB	208.0	103.82	2	0.270160	0.011150	8.0000	1342.7069	32.2821
Media-104515	BB	208.0	104.01	2	0.019529	0.003923	8.0000	1412.1569	37.3155
Media-104516	BB	208.0	104.2	2	0.133344	0.005546	8.0000	1245.0802	24.9053
Media-104615	BB	204.0	101.86	2	0.225219	0.000929	8.0000	1055.3269	35.6096
Media-104616	BB	204.0	101.91	2	0.029236	0.000862	8.0000	1168.4969	26.1488
Media-104617	BB	204.0	102.43	2	0.064146	0.002574	8.0000	1178.5994	22.5226
Media-104618	BB	204.0	102.01	2	0.021748	0.002335	8.0000	1095.4155	30.6002
Media-104716	BB	200.0	126.52	-1	0.097093	0.001500	8.0000	1187.2363	26.9106
Media-104717	BB	208.0	104.48	2	0.087985	0.003464	8.0000	1150.7035	31.8712
Media-104718	BB	208.0	197.92	-1	0.066476	0.006442	8.0000	1504.1489	29.4741
Media-104815	BB	204.0	101.74	2	0.083241	0.012298	8.0000	1620.7971	31.9343
Media-104816	BB	208.0	104.36	2	0.311552	0.011014	8.0000	1640.7416	28.8561
Media-104915	BB	204.0	102.26	2	0.166275	0.008327	8.0000	1410.8767	38.2042
Media-104916	BB	204.0	101.94	2	0.085571	0.014112	8.0000	1360.0929	26.2088
Media-104917	BB	204.0	199.45	0	0.028605	0.016281	8.0000	1262.0575	27.0114
Media-104918	BB	204.0	200.0	0	0.124703	0.004712	8.0000	1365.1193	25.7451
Media-105016	BB	200.0	200.0	0	0.155559	0.003497	8.0000	996.9980	25.4885
Media-105017	BB	204.0	102.93	2	0.175575	0.008372	8.0000	1367.6837	25.9376
Media-105018	BB	200.0	197.86	0	0.055051	0.014935	8.0000	1655.6085	25.9603
Media-105019	BB	204.0	102.12	2	0.214274	0.010802	8.0000	1327.2401	32.3253
Media-105020	BB	204.0	102.62	2	0.252065	0.004373	8.0000	1124.8727	25.8787
Media-105119	BB	204.0	102.11	2	0.115820	0.002995	8.0000	1312.0962	31.2265
Media-105120	BB	204.0	101.88	2	0.237594	0.007440	8.0000	1339.1010	27.7550
Media-105121	BB	200.0	67.71	3	0.035202	0.016413	8.0000	1345.7267	31.1536
Media-105122	BB	208.0	102.87	2	0.131511	0.005368	8.0000	1252.2737	25.7700
Media-105207	BB	219.0	107.23	2	0.104652	0.007820	8.0000	970.5026	13.7229
Media-105313	BB	200.0	100.09	2	0.081193	0.007791	8.0000	1248.2959	27.9639
Media-105314	BB	200.0	100.31	2	0.040532	0.015673	8.0000	1357.5626	31.8779
Media-105315	BB	204.0	102.88	2	0.127919	0.012485	8.0000	1201.2371	24.8550
Media-105320	BB	208.0	103.93	2	0.071429	0.004478	8.0000	1273.4349	27.0331
Media-105516	BB	200.0	199.84	0	0.131952	0.005280	8.0000	1128.3519	27.1352
Media-105517	BB	200.0	199.94	0	0.171463	0.013879	8.0000	1667.4985	27.0483
Media-105518	BB	200.0	199.98	0	0.093716	0.007674	8.0000	1113.9988	29.3053
Media-105715	BB	204.0	100.91	2	0.318549	0.005850	8.0000	1420.9573	21.3942
Media-105716	BB	200.0	66.89	3	0.477893	0.005015	8.0000	1313.2642	27.7904
Media-105717	BB	204.0	102.18	2	0.157611	0.008860	8.0000	1605.6951	23.5596
Media-105816	BB	204.0	101.65	2	0.221153	0.010281	8.0000	1412.1892	36.7991
Media-105817	BB	204.0	101.93	2	0.246033	0.016716	8.0000	1399.6373	29.6359
Media-105818	BB	204.0	101.95	2	0.269457	0.012099	8.0000	1383.5077	30.4827
Media-105819	BB	204.0	102.07	2	0.143679	0.018892	8.0000	1445.0958	28.6795
Media-105820	BB	204.0	101.86	2	0.149097	0.011163	9.0000	1385.4779	33.8694
Media-105911	BB	204.0	100.06	2	0.013491	0.003135	8.0000	1658.6643	30.5733
Media-105912	BB	204.0	102.91	2	0.125511	0.004730	8.0000	1440.5520	33.8049
Media-105913	BB	204.0	102.51	2	0.163451	0.004861	8.0000	1482.0631	28.5068
Media-105914	BB	200.0	196.58	0	0.113756	0.002997	8.0000	1266.8501	29.9928
Albums-AnaBelen_Veneo-13	BB	135.0	133.21	0	0.137202	0.002174	8.0000	859.9368	16.2277
Albums-GloriaEstefan_MiTierra-04	BB	122.0	119.33	0	0.137307	0.002652	8.0000	1020.1942	20.6118
Albums-GloriaEstefan_MiTierra-06	BB	120.0	88.97	-1	0.144306	0.002298	8.0000	1082.8926	21.1772
Albums-I_Like_It2-09	BB	130.0	128.4	0	0.074133	0.001956	8.0000	806.9055	25.6230
Albums-Latino_Latino-05	BB	115.0	111.58	0	0.069957	0.003192	8.0000	1346.4175	19.6894
Albums-Latino_Latino-09	BB	141.0	140.25	0	0.019555	0.008068	8.0000	1233.5525	17.2876
Albums-Latino_Latino-10	BB	115.0	112.71	0	0.118646	0.011480	8.0000	1948.5011	18.7361
Albums-AnaBelen_Veneo-01	BB	100.0	195.21	1	0.287896	0.002899	8.0000	631.8591	16.5012
Albums-AnaBelen_Veneo-03	BB	122.0	120.79	0	0.027765	0.003554	8.0000	851.7076	15.7541
Albums-AnaBelen_Veneo-15	BB	122.0	119.9	0	0.128419	0.005803	8.0000	823.2546	20.0458
Albums-Cafe_Paradiso-09	BB	84.0	167.68	1	0.059779	0.002123	8.0000	590.2760	16.2415
Albums-Cafe_Paradiso-10	BB	96.0	189.74	1	0.565425	0.002599	8.0000	443.9445	14.5431
Albums-Cafe_Paradiso-11	BB	96.0	63.86	-1	0.526284	0.003528	8.0000	670.8929	18.7583
Albums-Cafe_Paradiso-12	BB	96.0	118.61	-1	0.145386	0.006787	8.0000	694.9531	15.7464
Albums-Fire-03	BB	108.0	96.67	-1	0.342326	0.001765	9.0000	789.1418	17.2631
Albums-Fire-10	BB	100.0	199.04	1	0.202644	0.001683	8.5000	769.0616	16.4766
Albums-GloriaEstefan_MiTierra-01	BB	88.0	171.79	1	0.088060	0.001067	8.0000	1038.5615	17.6264
Albums-GloriaEstefan_MiTierra-08	BB	120.0	179.34	-1	0.220409	0.002943	8.0000	1237.3666	18.9847
Albums-GloriaEstefan_MiTierra-11	BB	120.0	88.04	-1	0.239993	0.001866	8.0000	987.2639	17.4929
Albums-Latin_Jam-02	BB	104.0	103.77	0	0.237739	0.005201	8.0000	732.3760	13.4025
Albums-Latin_Jam-05	BB	104.0	103.76	0	0.266317	0.003386	8.0000	604.5828	18.8782
Albums-Latin_Jam-08	BB	104.0	103.8	0	0.327873	0.003873	8.0000	696.5253	14.5042
Albums-Latin_Jam-14	BB	104.0	103.89	0	0.369488	0.002752	8.0000	831.3834	14.7322
Albums-Latin_Jam2-07	BB	104.0	103.75	0	0.238709	0.005009	8.0000	652.2647	15.3340
Albums-Latin_Jam2-08	BB	104.0	103.78	0	0.251596	0.004299	8.0000	765.6153	15.4760
Albums-Latin_Jam2-09	BB	104.0	103.77	0	0.088222	0.005069	8.0000	666.5986	16.3043
Albums-Latin_Jam2-15	BB	104.0	103.75	0	0.352745	0.002150	8.0000	680.7095	14.8518
Albums-Latin_Jam3-07	BB	104.0	104.09	0	0.173189	0.001398	8.0000	500.1122	15.3077
Albums-Latin_Jam3-08	BB	104.0	104.05	0	0.066585	0.007528	8.0000	564.5889	13.2252
Albums-Latin_Jam3-09	BB	104.0	104.05	0	0.094585	0.007538	8.0000	708.7422	14.8818
Albums-Latin_Jam4-03	BB	104.0	103.77	0	0.181691	0.017073	8.0000	1254.4960	18.0098
Albums-Latin_Jam4-08	BB	104.0	103.73	0	0.179549	0.007929	8.0000	815.7454	18.3234
Albums-Latin_Jam4-13	BB	104.0	103.78	0	0.213974	0.003435	8.0000	685.0641	15.5642
