track_id	dataset	gt_bpm	det_bpm	label	n_beats	bpm_librosa	best_shift	best_score	prominence	is_ternary_top	is_edm_phrase_top	sim_1	sim_2	sim_3	sim_4	sim_6	sim_8	sim_12	sim_16	sim_32
Media-103412	BB	124.0	124.03	0	61	123.05	8	0.948506	0.073677	0	1	0.906623	0.871789	0.860698	0.876297	0.865300	0.948506	0.873361	0.947470	0.927343
Media-103413	BB	124.0	123.98	0	56	123.05	4	0.973883	0.021679	0	1	0.937346	0.954857	0.931989	0.973883	0.949549	0.973156	0.964439	0.966674	0.946641
Media-103414	BB	124.0	124.28	0	57	123.05	8	0.958106	0.059522	0	1	0.906429	0.870537	0.880556	0.900954	0.883025	0.958106	0.896331	0.939513	0.900837
Media-103415	BB	124.0	120.02	0	61	123.05	8	0.940534	0.081928	0	1	0.899473	0.854544	0.857743	0.859469	0.854581	0.940534	0.855314	0.923413	0.868831
Media-103416	BB	124.0	116.48	-1	42	117.45	16	0.971627	0.025389	0	1	0.955237	0.946927	0.943405	0.961404	0.944960	0.957610	0.945548	0.971627	0.936972
Media-103417	BB	124.0	111.99	-1	56	112.35	16	0.978347	0.018673	0	1	0.961780	0.957568	0.949403	0.962136	0.952078	0.974468	0.957501	0.978347	0.972275
Media-103507	BB	124.0	122.74	0	62	123.05	1	0.886128	0.042943	0	1	0.886128	0.820038	0.819063	0.834954	0.840963	0.882552	0.845407	0.849843	0.873985
Media-103508	BB	124.0	124.44	0	63	123.05	16	0.911944	0.107443	0	1	0.904265	0.846573	0.794102	0.793891	0.784192	0.809638	0.799364	0.911944	0.861860
Media-103509	BB	124.0	123.85	0	59	123.05	16	0.947994	0.045896	0	1	0.919507	0.893972	0.896117	0.903107	0.895437	0.930889	0.901088	0.947994	0.916229
Media-103510	BB	124.0	123.95	0	64	123.05	1	0.934496	0.052354	1	0	0.934496	0.902401	0.911254	0.907793	0.881227	0.882280	0.882004	0.871660	0.833227
Media-103601	BB	116.0	116.52	0	59	117.45	8	0.977055	0.092224	0	1	0.915017	0.886779	0.874242	0.871549	0.882884	0.977055	0.867381	0.975817	0.968738
Media-103602	BB	124.0	123.98	0	62	123.05	8	0.945264	0.075703	0	1	0.892128	0.864673	0.874449	0.839916	0.852620	0.945264	0.832962	0.932860	0.914170
Media-103603	BB	124.0	122.53	0	61	123.05	8	0.956565	0.081103	0	1	0.836348	0.803376	0.814075	0.941226	0.800450	0.956565	0.916553	0.942730	0.914575
Media-103604	BB	124.0	124.88	0	57	123.05	8	0.950867	0.127658	0	1	0.898578	0.827113	0.808460	0.800687	0.819305	0.950867	0.788416	0.932168	0.897940
Media-103617	BB	108.0	109.07	0	56	107.67	1	0.922634	0.035573	0	0	0.922634	0.873563	0.882793	0.922404	0.868545	0.896836	0.901641	0.891329	0.880502
Media-103701	BB	124.0	123.99	0	60	123.05	16	0.972666	0.025451	0	1	0.959102	0.946886	0.947144	0.945414	0.947285	0.955759	0.943619	0.972666	0.951118
Media-103702	BB	124.0	123.83	0	61	123.05	1	0.966370	0.088039	0	1	0.966370	0.929638	0.899641	0.866943	0.789281	0.730633	0.816965	0.933219	0.889719
Media-103703	BB	124.0	119.84	0	61	117.45	16	0.925652	0.067366	0	1	0.902104	0.841726	0.850294	0.866277	0.839134	0.831425	0.877294	0.925652	0.897231
Media-103704	BB	120.0	119.53	0	59	117.45	8	0.950439	0.018696	0	1	0.947301	0.934763	0.923614	0.919035	0.928723	0.950439	0.919975	0.949859	0.941764
Media-103716	BB	112.0	114.98	0	57	117.45	8	0.974830	0.010568	0	0	0.970392	0.970247	0.957547	0.961312	0.967211	0.974830	0.960182	0.968488	0.939106
Media-103801	BB	124.0	123.79	0	61	123.05	1	0.950354	0.020467	0	1	0.950354	0.931477	0.926311	0.927548	0.933076	0.938848	0.922490	0.933919	0.928298
Media-103802	BB	124.0	123.76	0	58	123.05	1	0.945749	0.055023	0	0	0.945749	0.906404	0.897120	0.905538	0.900949	0.874668	0.863485	0.884333	0.846302
Media-103803	BB	124.0	124.1	0	61	123.05	1	0.957670	0.011633	0	1	0.957670	0.936799	0.943060	0.955509	0.939983	0.949014	0.951348	0.953895	0.941385
Media-103804	BB	116.0	116.31	0	59	117.45	32	0.892033	0.053795	0	1	0.888555	0.847028	0.830948	0.845529	0.807897	0.796724	0.820288	0.879074	0.892033
Media-103816	BB	108.0	107.98	0	53	107.67	16	0.952600	0.079064	0	1	0.899044	0.885248	0.865335	0.869815	0.857192	0.874223	0.872848	0.952600	0.940731
Media-103906	BB	124.0	124.05	0	60	123.05	8	0.961533	0.074031	0	1	0.934924	0.885466	0.872114	0.883054	0.889540	0.961533	0.885383	0.936873	0.915889
Media-103907	BB	124.0	123.96	0	62	123.05	8	0.932552	0.059952	0	1	0.892371	0.840442	0.861155	0.903058	0.833169	0.932552	0.884044	0.915916	0.854088
Media-103908	BB	124.0	125.0	0	56	123.05	8	0.955689	0.111143	0	1	0.911525	0.842086	0.830964	0.836566	0.847004	0.955689	0.837553	0.924247	0.858314
Media-103909	BB	124.0	123.76	0	63	123.05	16	0.966963	0.063826	0	1	0.936857	0.924889	0.905273	0.900214	0.885203	0.888483	0.901001	0.966963	0.963793
Media-103910	BB	100.0	200.0	1	50	99.38	16	0.913984	0.201777	0	1	0.770639	0.718149	0.687758	0.694339	0.706266	0.895080	0.699268	0.913984	0.849690
Media-104009	BB	116.0	117.04	0	58	117.45	8	0.936382	0.081153	0	1	0.916943	0.858203	0.838767	0.836993	0.852254	0.936382	0.840815	0.907139	0.877501
Media-104010	BB	124.0	126.72	0	63	129.20	8	0.972481	0.097429	0	1	0.906752	0.875064	0.873094	0.870827	0.875042	0.972481	0.863807	0.964184	0.950154
Media-104011	BB	128.0	127.59	0	47	129.20	16	0.991970	0.010625	0	1	0.973443	0.963807	0.970608	0.990755	0.964603	0.989247	0.989756	0.991970	0.989932
Media-104012	BB	124.0	124.0	0	40	123.05	8	0.969646	0.019078	0	1	0.956599	0.942360	0.949289	0.951848	0.954157	0.969646	0.949032	0.956778	0.863786
Media-104106	BB	124.0	123.6	0	61	123.05	8	0.951570	0.034914	0	0	0.938234	0.917347	0.910937	0.930200	0.911172	0.951570	0.915963	0.927208	0.888890
Media-104107	BB	124.0	123.68	0	62	123.05	32	0.977963	0.132426	0	1	0.890594	0.843184	0.827457	0.816245	0.847889	0.967082	0.813719	0.971333	0.977963
Media-104108	BB	124.0	124.41	0	61	123.05	8	0.938996	0.072215	0	1	0.904139	0.867290	0.866060	0.861748	0.866273	0.938996	0.861435	0.926612	0.889639
Media-104109	BB	124.0	124.15	0	63	123.05	32	0.929434	0.044423	0	1	0.913508	0.885779	0.884243	0.874491	0.867379	0.917621	0.864926	0.905336	0.929434
Media-104110	BB	124.0	124.06	0	62	123.05	8	0.918890	0.075505	0	1	0.872431	0.815553	0.836981	0.849790	0.797396	0.918890	0.818757	0.889266	0.885887
Media-104111	BB	124.0	124.07	0	59	123.05	8	0.973666	0.103919	0	1	0.919051	0.871240	0.858712	0.862196	0.868254	0.973666	0.868185	0.946879	0.928318
Media-105405	BB	124.0	124.12	0	63	123.05	8	0.979176	0.054400	0	1	0.956653	0.926633	0.912755	0.907812	0.922918	0.979176	0.907223	0.977070	0.967763
Media-105406	BB	124.0	124.02	0	63	123.05	1	0.946663	0.035171	0	1	0.946663	0.917584	0.905240	0.903698	0.905399	0.939237	0.899384	0.933047	0.925546
Media-105407	BB	124.0	124.08	0	55	123.05	16	0.978788	0.034738	0	1	0.960065	0.938372	0.944660	0.946661	0.934791	0.936649	0.943439	0.978788	0.959919
Media-105417	BB	116.0	115.0	0	56	117.45	16	0.977354	0.012610	0	1	0.967729	0.963120	0.962865	0.964094	0.954145	0.965393	0.967114	0.977354	0.969194
Media-105601	BB	124.0	123.95	0	36	123.05	8	0.974764	0.038739	0	0	0.963098	0.944435	0.932503	0.931944	0.939546	0.974764	0.931254	0.943583	0.916986
Media-105602	BB	124.0	123.98	0	62	123.05	32	0.968674	0.044328	0	1	0.938726	0.910978	0.913197	0.926959	0.908922	0.964173	0.921731	0.960872	0.968674
Media-105603	BB	124.0	124.03	0	62	123.05	16	0.918581	0.055664	0	1	0.914740	0.858081	0.859674	0.864575	0.854391	0.911834	0.861259	0.918581	0.877613
Media-105604	BB	124.0	124.0	0	60	123.05	16	0.988941	0.092464	0	1	0.928193	0.895872	0.878207	0.871438	0.897083	0.959981	0.869538	0.988941	0.986275
Media-105605	BB	124.0	123.97	0	59	123.05	16	0.977964	0.080177	0	1	0.918442	0.897836	0.889834	0.879717	0.897739	0.974910	0.873974	0.977964	0.969723
Media-106005	BB	124.0	124.05	0	64	123.05	16	0.942100	0.073238	0	1	0.897908	0.872271	0.865454	0.854975	0.862158	0.920203	0.857655	0.942100	0.890941
Media-106006	BB	124.0	124.03	0	64	123.05	16	0.939950	0.072871	0	1	0.920579	0.872211	0.851517	0.858830	0.861947	0.928635	0.853238	0.939950	0.874387
Media-106007	BB	124.0	123.98	0	59	123.05	16	0.993463	0.054544	0	1	0.962610	0.938693	0.935631	0.931917	0.939146	0.993002	0.932648	0.993463	0.990374
Media-106008	BB	124.0	124.06	0	64	123.05	16	0.910775	0.082427	0	1	0.876145	0.828904	0.800365	0.817552	0.827793	0.881230	0.802197	0.910775	0.879783
Media-106101	BB	124.0	124.03	0	61	123.05	8	0.942315	0.082064	0	1	0.906507	0.857131	0.854037	0.863371	0.846111	0.942315	0.850848	0.930703	0.899644
Media-106102	BB	124.0	124.04	0	64	123.05	8	0.968892	0.055413	0	1	0.938838	0.908463	0.902970	0.913795	0.900930	0.968892	0.913164	0.960194	0.941742
Media-106103	BB	124.0	124.02	0	61	123.05	1	0.969459	0.014411	0	0	0.969459	0.965610	0.955784	0.956721	0.951260	0.956473	0.944096	0.944271	0.954311
Media-106104	BB	124.0	123.87	0	57	123.05	8	0.939071	0.096043	0	1	0.896757	0.867134	0.801469	0.806819	0.854819	0.939071	0.810848	0.901494	0.831238
Media-106105	BB	124.0	123.8	0	50	123.05	1	0.962466	0.027783	0	0	0.962466	0.940254	0.937868	0.937470	0.918799	0.946156	0.919354	0.931895	0.873661
Media-106117	BB	92.0	184.32	1	41	92.29	8	0.959615	0.294500	0	1	0.815485	0.664158	0.577148	0.555433	0.666072	0.959615	0.570124	0.943270	0.940863
Albums-Cafe_Paradiso-14	BB	172.0	171.69	0	43	86.13	16	0.980887	0.025998	1	1	0.953535	0.956473	0.957156	0.955695	0.949195	0.928413	0.954082	0.980887	0.978351
Albums-Cafe_Paradiso-15	BB	172.0	173.81	0	44	86.13	32	0.919374	0.075210	0	1	0.852121	0.818444	0.843063	0.860340	0.816604	0.812431	0.845265	0.917801	0.919374
Albums-Cafe_Paradiso-16	BB	172.0	171.52	0	42	86.13	4	0.958833	0.023508	0	1	0.937288	0.913849	0.927427	0.958833	0.914926	0.949710	0.940313	0.933364	0.940720
Albums-Commitments-08	BB	164.0	163.13	0	78	161.50	4	0.946142	0.013055	0	1	0.945282	0.922780	0.932724	0.946142	0.912647	0.933087	0.933087	0.937213	0.933574
Albums-Commitments-10	BB	164.0	164.94	0	41	80.75	4	0.974440	0.003440	1	0	0.970314	0.972647	0.969929	0.974440	0.973261	0.973294	0.971687	0.968818	0.965381
Albums-Fire-07	BB	176.0	175.59	0	87	172.27	1	0.908128	0.055958	0	1	0.908128	0.861469	0.839275	0.852592	0.851748	0.900977	0.838331	0.871424	0.794793
Albums-Fire-12	BB	180.0	179.66	0	43	89.10	4	0.985927	0.034351	0	0	0.948235	0.948913	0.946301	0.985927	0.945051	0.979168	0.967528	0.956066	0.954239
Albums-Latin_Jam-11	BB	176.0	175.66	0	43	89.10	4	0.973693	0.033072	0	0	0.944922	0.940926	0.940315	0.973693	0.938367	0.964717	0.946934	0.931908	0.892401
Albums-Latin_Jam-12	BB	176.0	175.65	0	44	89.10	8	0.960980	0.005847	0	0	0.955395	0.960835	0.954112	0.954871	0.953087	0.960980	0.959348	0.956431	0.949132
Albums-Latin_Jam2-11	BB	176.0	175.73	0	41	89.10	16	0.962369	0.014132	0	1	0.950876	0.943092	0.945599	0.954739	0.938891	0.960743	0.957236	0.962369	0.936256
Albums-Latin_Jam2-12	BB	176.0	175.75	0	45	89.10	1	0.975398	0.007611	0	1	0.975398	0.969307	0.967881	0.970725	0.963572	0.967693	0.965381	0.970816	0.962636
Albums-Latin_Jam3-11	BB	176.0	176.0	0	39	89.10	1	0.954862	0.026242	0	0	0.954862	0.930259	0.926981	0.937026	0.921458	0.950121	0.922940	0.933045	0.822039
Albums-Latin_Jam3-12	BB	176.0	176.11	0	41	89.10	8	0.931777	0.040796	0	0	0.922886	0.895416	0.869222	0.890516	0.891447	0.931777	0.895509	0.888061	0.865809
Albums-Latin_Jam4-05	BB	176.0	175.58	0	45	89.10	32	0.924563	0.009999	0	1	0.922779	0.913160	0.904834	0.919307	0.903853	0.917887	0.908027	0.915969	0.924563
Albums-Latin_Jam4-10	BB	176.0	175.55	0	77	172.27	4	0.976185	0.032551	0	1	0.938453	0.915349	0.931170	0.976185	0.909913	0.969687	0.961009	0.961906	0.948814
Albums-Latin_Jam5-04	BB	176.0	175.57	0	43	89.10	32	0.992725	0.076983	1	1	0.917284	0.906226	0.903251	0.917486	0.921186	0.909702	0.914199	0.939433	0.992725
Albums-Latin_Jam5-09	BB	176.0	175.6	0	89	172.27	4	0.961695	0.018281	0	0	0.954334	0.948700	0.940949	0.961695	0.941487	0.946109	0.943972	0.942857	0.931688
Albums-Macumba-14	BB	172.0	173.65	0	41	86.13	8	0.960717	0.009073	0	0	0.959350	0.960253	0.948704	0.950269	0.953020	0.960717	0.945061	0.954704	0.936906
Albums-Macumba-15	BB	176.0	175.82	0	42	89.10	16	0.933176	0.027148	1	1	0.903139	0.904875	0.906702	0.905354	0.920972	0.919106	0.899470	0.933176	0.930266
Albums-Macumba-16	BB	168.0	168.22	0	31	83.35	2	0.988003	0.013632	1	0	0.974371	0.988003	0.972009	0.985626	0.981136	0.979096	0.973015	0.967803	0.000000
Albums-Pais_Tropical-13	BB	168.0	167.63	0	42	83.35	16	0.958538	0.027692	0	1	0.951474	0.939502	0.939148	0.934400	0.921088	0.918142	0.927292	0.958538	0.926114
Albums-Pais_Tropical-14	BB	168.0	167.63	0	42	83.35	1	0.961931	0.016674	0	0	0.961931	0.954214	0.948727	0.942401	0.938880	0.948113	0.949918	0.933759	0.920399
Albums-Pais_Tropical-15	BB	172.0	172.16	0	43	86.13	16	0.957398	0.011959	0	1	0.956286	0.956150	0.944133	0.935543	0.935214	0.946745	0.948744	0.957398	0.920623
Albums-Pais_Tropical-16	BB	172.0	171.48	0	86	172.27	1	0.985740	0.006113	0	0	0.985740	0.982263	0.978551	0.980629	0.978625	0.981324	0.975917	0.978162	0.981059
Media-103515	BB	160.0	80.1	2	41	80.75	8	0.963373	0.012445	0	0	0.950379	0.947962	0.950054	0.962634	0.947342	0.963373	0.961942	0.954328	0.951477
Media-103516	BB	168.0	165.96	0	43	83.35	12	0.921644	0.006937	0	0	0.920908	0.917174	0.907719	0.919366	0.911493	0.916384	0.921644	0.913028	0.883802
Media-103517	BB	176.0	175.89	0	43	89.10	1	0.985506	0.006836	0	1	0.985506	0.978801	0.978539	0.977426	0.980807	0.981421	0.977750	0.980995	0.965087
Media-103611	BB	172.0	168.43	0	41	83.35	1	0.962753	0.031384	0	0	0.962753	0.938985	0.936796	0.934978	0.927760	0.941695	0.904949	0.911242	0.920568
Media-103612	BB	176.0	175.67	0	86	172.27	16	0.923392	0.040469	0	1	0.918256	0.881249	0.858138	0.869881	0.884597	0.913683	0.857199	0.923392	0.898560
Media-103613	BB	176.0	174.21	0	77	172.27	1	0.966145	0.036677	0	1	0.966145	0.954454	0.937419	0.921517	0.893957	0.868027	0.916906	0.963465	0.943496
Media-103614	BB	172.0	173.65	0	43	86.13	4	0.951607	0.037618	0	0	0.935444	0.897232	0.917477	0.951607	0.900812	0.934297	0.926966	0.910500	0.853007
Media-103619	BB	136.0	133.31	0	66	136.00	4	0.922888	0.027801	0	0	0.916639	0.897266	0.892908	0.922888	0.885812	0.902549	0.883778	0.876801	0.897308
Media-103713	BB	176.0	176.02	0	43	89.10	1	0.969821	0.006098	0	1	0.969821	0.963620	0.962821	0.967870	0.959462	0.965152	0.963826	0.966142	0.960509
Media-103714	BB	176.0	176.03	0	46	89.10	4	0.965413	0.032779	0	1	0.952083	0.926129	0.943366	0.965413	0.907970	0.939139	0.914126	0.897698	0.949607
Media-103718	BB	124.0	124.77	0	63	123.05	4	0.955437	0.011891	0	0	0.953283	0.936994	0.946965	0.955437	0.940046	0.947785	0.946080	0.941012	0.922708
Media-103719	BB	136.0	136.39	0	63	136.00	1	0.924378	0.037364	0	0	0.924378	0.906627	0.889775	0.898680	0.872726	0.851271	0.867960	0.886313	0.887714
Media-103813	BB	172.0	172.55	0	44	86.13	3	0.946759	0.003329	1	0	0.946365	0.945879	0.946759	0.938712	0.937499	0.945038	0.941822	0.945538	0.934039
Media-103814	BB	172.0	172.18	0	45	86.13	32	0.962153	0.018659	0	1	0.941445	0.940497	0.932228	0.956305	0.933893	0.951188	0.951542	0.945541	0.962153
Media-103819	BB	132.0	65.88	2	33	66.26	8	0.976268	0.024265	0	1	0.863617	0.949667	0.867891	0.971300	0.954340	0.976268	0.966451	0.970096	0.884596
Media-103917	BB	124.0	124.33	0	56	123.05	1	0.967423	0.054301	0	1	0.967423	0.940910	0.923876	0.910456	0.901488	0.903165	0.892118	0.943985	0.915789
Media-103918	BB	144.0	142.82	0	71	143.55	1	0.979242	0.043831	1	0	0.979242	0.965521	0.961690	0.954063	0.937335	0.933487	0.929109	0.931905	0.913426
Media-103919	BB	160.0	159.58	0	79	161.50	1	0.979142	0.014734	1	0	0.979142	0.967962	0.963110	0.963684	0.968640	0.970566	0.963267	0.965133	0.963265
Media-103920	BB	168.0	166.96	0	83	161.50	16	0.965111	0.014704	0	1	0.946234	0.956396	0.942114	0.946351	0.954076	0.962994	0.946738	0.965111	0.955946
