track_id	dataset	gt_bpm	det_bpm	label	n_beats	bpm_librosa	best_shift	best_score	prominence	is_ternary_top	is_edm_phrase_top	sim_1	sim_2	sim_3	sim_4	sim_6	sim_8	sim_12	sim_16	sim_32
blues.00031	GZ	116.48	174.45	-1	77	152.00	1	0.882231	0.143168	1	0	0.882231	0.813366	0.779131	0.752357	0.723290	0.716984	0.745414	0.732713	0.683952
blues.00032	GZ	126.12	124.76	0	69	143.55	1	0.802706	0.195225	1	0	0.802706	0.697580	0.639234	0.601265	0.599344	0.564349	0.613697	0.635062	0.551188
blues.00033	GZ	154.56	153.66	0	78	152.00	1	0.853129	0.229872	1	0	0.853129	0.757630	0.675627	0.642940	0.589286	0.607738	0.611171	0.575960	0.635343
blues.00034	GZ	93.81	187.55	1	94	184.57	1	0.860692	0.095954	0	0	0.860692	0.793646	0.755276	0.764763	0.745996	0.775112	0.762865	0.764713	0.765184
blues.00035	GZ	129.6	123.66	-1	64	129.20	1	0.874037	0.049975	0	1	0.874037	0.823910	0.807180	0.814645	0.831875	0.832687	0.824215	0.843747	0.802796
blues.00036	GZ	113.22	174.46	-1	77	152.00	1	0.875427	0.171837	1	0	0.875427	0.813057	0.781327	0.751423	0.705290	0.683593	0.664217	0.701890	0.675318
blues.00037	GZ	75.55	77.67	0	57	123.05	6	0.896268	0.033711	1	0	0.888022	0.842668	0.841166	0.841293	0.896268	0.863329	0.872619	0.864904	0.861785
blues.00038	GZ	85.52	127.6	-1	40	86.13	32	0.913577	0.138225	0	1	0.854982	0.804148	0.801537	0.777330	0.773373	0.736862	0.765473	0.768258	0.913577
blues.00039	GZ	116.62	117.43	0	56	117.45	1	0.768025	0.165651	0	0	0.768025	0.620362	0.604028	0.614076	0.607550	0.554863	0.568744	0.551185	0.600720
blues.00040	GZ	172.25	172.95	0	87	172.27	32	0.970889	0.006111	0	1	0.969809	0.967448	0.962108	0.969329	0.959661	0.954140	0.958862	0.968878	0.970889
blues.00041	GZ	127.48	126.24	0	63	129.20	1	0.928994	0.011239	0	1	0.928994	0.917782	0.914792	0.923914	0.911649	0.918983	0.914733	0.917727	0.921994
blues.00042	GZ	59.68	179.68	-1	43	89.10	1	0.850485	0.059628	1	0	0.850485	0.790537	0.801953	0.774329	0.801472	0.807865	0.791176	0.772836	0.789433
blues.00043	GZ	129.44	129.61	0	66	129.20	4	0.954691	0.017099	0	1	0.935609	0.936420	0.923586	0.954691	0.934389	0.938765	0.939425	0.945650	0.944239
blues.00044	GZ	202.94	135.59	-1	68	136.00	1	0.948510	0.026690	0	1	0.948510	0.925707	0.923345	0.917885	0.922277	0.921364	0.915404	0.921280	0.926458
blues.00045	GZ	263.53	131.83	2	67	129.20	2	0.960919	0.004374	0	1	0.956252	0.960919	0.950663	0.956838	0.956881	0.958472	0.953071	0.955117	0.957658
blues.00046	GZ	121.77	122.46	0	62	123.05	32	0.951808	0.059733	0	1	0.918952	0.894590	0.885363	0.896679	0.889559	0.861862	0.888434	0.921761	0.951808
blues.00047	GZ	151.09	148.67	0	74	152.00	1	0.878702	0.118911	0	0	0.878702	0.808936	0.790673	0.767796	0.751788	0.747449	0.790763	0.734879	0.741644
blues.00048	GZ	121.23	121.7	0	61	123.05	4	0.936168	0.013074	0	1	0.928032	0.916366	0.920186	0.936168	0.903649	0.920351	0.925838	0.934886	0.931459
blues.00049	GZ	61.99	94.37	-1	60	123.05	1	0.866235	0.199896	1	0	0.866235	0.771323	0.724615	0.691255	0.635513	0.645475	0.673777	0.658901	0.638442
blues.00050	GZ	136.26	135.92	0	63	136.00	1	0.979444	0.015699	0	1	0.979444	0.970684	0.964771	0.962719	0.953334	0.951384	0.956618	0.967992	0.970439
blues.00051	GZ	195.64	98.91	2	51	99.38	8	0.970753	0.003925	0	1	0.970073	0.967247	0.963572	0.964420	0.967609	0.970753	0.964465	0.966408	0.969800
blues.00052	GZ	50.52	99.7	1	74	152.00	1	0.928446	0.081262	1	0	0.928446	0.879021	0.867053	0.844965	0.861778	0.824386	0.849404	0.824190	0.803877
blues.00053	GZ	100.93	100.58	0	50	103.36	16	0.977911	0.009701	0	1	0.972394	0.967149	0.964437	0.971614	0.963834	0.969270	0.965469	0.977911	0.976888
blues.00054	GZ	181.55	181.98	0	46	89.10	1	0.979347	0.011927	0	1	0.979347	0.971585	0.966281	0.966621	0.968074	0.968814	0.966767	0.971316	0.963909
blues.00055	GZ	132.9	132.09	0	67	136.00	32	0.977890	0.006641	0	1	0.973680	0.966384	0.970305	0.974577	0.966279	0.969028	0.972191	0.975334	0.977890
blues.00056	GZ	53.4	169.39	-1	74	161.50	1	0.905755	0.087219	0	0	0.905755	0.839011	0.818903	0.807611	0.818169	0.803474	0.859886	0.820465	0.806004
blues.00057	GZ	185.43	185.44	0	44	92.29	1	0.967343	0.018673	0	1	0.967343	0.947967	0.950266	0.960658	0.946156	0.945516	0.949374	0.955084	0.940758
blues.00058	GZ	105.74	105.58	0	52	107.67	16	0.964153	0.011705	0	1	0.961477	0.953029	0.951700	0.952170	0.943363	0.942256	0.952726	0.964153	0.954467
blues.00059	GZ	108.0	107.5	0	55	107.67	4	0.973127	0.010528	1	1	0.964278	0.956555	0.964902	0.973127	0.955262	0.962399	0.962799	0.970385	0.961478
blues.00060	GZ	149.52	148.89	0	74	152.00	1	0.977800	0.014189	0	1	0.977800	0.964871	0.963425	0.963797	0.951333	0.955099	0.964179	0.969014	0.962888
blues.00061	GZ	131.63	131.7	0	67	129.20	2	0.960492	0.008352	0	1	0.950846	0.960492	0.940733	0.958348	0.953434	0.949630	0.949732	0.959164	0.958563
blues.00062	GZ	112.87	112.62	0	55	112.35	16	0.934214	0.069235	0	1	0.889533	0.857789	0.856021	0.884186	0.869450	0.850087	0.860507	0.934214	0.923434
blues.00063	GZ	91.03	136.62	-1	46	92.29	32	0.930020	0.033530	0	1	0.895742	0.890929	0.872195	0.924273	0.888768	0.897236	0.906121	0.927294	0.930020
blues.00064	GZ	155.31	155.58	0	37	78.30	1	0.986438	0.005391	0	0	0.986438	0.982760	0.980418	0.979702	0.981747	0.983151	0.981069	0.981025	0.979183
blues.00065	GZ	108.03	107.97	0	52	107.67	16	0.924722	0.026719	0	1	0.922246	0.889106	0.886044	0.909166	0.886964	0.877479	0.906900	0.924722	0.915279
blues.00066	GZ	164.02	123.93	-1	81	161.50	32	0.940837	0.017153	0	1	0.927681	0.887735	0.905536	0.936882	0.898418	0.919689	0.929926	0.938619	0.940837
blues.00067	GZ	161.71	161.42	0	79	161.50	1	0.952698	0.012365	0	1	0.952698	0.938569	0.937110	0.948042	0.924169	0.940229	0.940643	0.948333	0.940437
blues.00068	GZ	162.3	162.19	0	82	161.50	1	0.966096	0.020145	0	0	0.966096	0.957582	0.950508	0.951752	0.945862	0.946040	0.944244	0.939764	0.943631
blues.00069	GZ	79.14	79.02	0	40	78.30	32	0.961618	0.045276	0	1	0.905268	0.904923	0.898183	0.944360	0.903376	0.927414	0.935735	0.942714	0.961618
blues.00070	GZ	147.38	147.51	0	73	143.55	32	0.973963	0.062388	0	1	0.934956	0.913750	0.905375	0.908389	0.903490	0.916778	0.909823	0.913328	0.973963
blues.00071	GZ	147.23	147.24	0	38	73.83	1	0.975042	0.012994	0	0	0.975042	0.968556	0.960492	0.959602	0.966020	0.968316	0.955496	0.963605	0.955310
blues.00072	GZ	68.63	68.56	0	50	103.36	6	0.924414	0.081303	1	0	0.893548	0.857696	0.842489	0.843733	0.924414	0.834804	0.910892	0.830818	0.793492
blues.00073	GZ	97.14	97.36	0	49	99.38	16	0.936923	0.026281	0	1	0.921027	0.902301	0.896253	0.914060	0.910873	0.904612	0.910411	0.936923	0.916534
blues.00074	GZ	111.17	110.55	0	56	112.35	4	0.937154	0.012706	0	1	0.934596	0.916102	0.915544	0.937154	0.911526	0.924307	0.924589	0.930092	0.933847
blues.00075	GZ	117.8	117.68	0	58	117.45	32	0.977290	0.013070	0	1	0.973391	0.965340	0.961172	0.961846	0.963100	0.974030	0.962832	0.974772	0.977290
blues.00076	GZ	116.16	174.61	-1	58	117.45	1	0.893004	0.161299	0	0	0.893004	0.824663	0.803490	0.736621	0.681734	0.725432	0.837569	0.726790	0.711891
blues.00077	GZ	148.65	147.66	0	47	99.38	3	0.951705	0.009478	1	0	0.947528	0.940340	0.951705	0.936750	0.943569	0.943377	0.935672	0.941548	0.942907
blues.00078	GZ	241.0	179.73	-1	61	123.05	4	0.991155	0.006624	0	1	0.979963	0.979117	0.979448	0.991155	0.978886	0.989727	0.989098	0.989196	0.989812
blues.00079	GZ	158.65	157.8	0	39	78.30	32	0.984361	0.006558	0	1	0.981975	0.980871	0.979210	0.982081	0.974519	0.976396	0.974490	0.974510	0.984361
blues.00080	GZ	117.07	117.17	0	55	117.45	32	0.989413	0.089133	0	1	0.935712	0.894576	0.897343	0.901785	0.892302	0.898776	0.907085	0.926373	0.989413
blues.00081	GZ	205.07	102.18	2	51	103.36	4	0.964271	0.012797	0	0	0.953617	0.957530	0.949331	0.964271	0.949211	0.958500	0.954065	0.947442	0.924890
blues.00082	GZ	125.98	125.54	0	62	123.05	8	0.969686	0.032686	0	1	0.960969	0.938858	0.932060	0.935790	0.938212	0.969686	0.934675	0.964743	0.931681
blues.00083	GZ	133.05	133.43	0	64	136.00	16	0.987679	0.027972	0	1	0.964113	0.970659	0.952939	0.954223	0.957985	0.961428	0.951657	0.987679	0.985454
blues.00084	GZ	111.6	102.51	-1	56	112.35	16	0.959499	0.013276	0	1	0.952289	0.939541	0.933902	0.948787	0.939878	0.946796	0.945651	0.959499	0.951498
blues.00085	GZ	143.37	142.58	0	72	143.55	32	0.893080	0.151667	0	1	0.859618	0.754544	0.723519	0.728282	0.723782	0.785103	0.691254	0.780387	0.893080
blues.00086	GZ	122.48	122.31	0	62	123.05	1	0.848411	0.028010	0	1	0.848411	0.811640	0.821120	0.834812	0.805540	0.819682	0.822560	0.847429	0.811574
blues.00087	GZ	175.51	174.36	0	81	172.27	32	0.878512	0.101908	0	1	0.865611	0.793028	0.771203	0.777826	0.792346	0.775382	0.756672	0.753829	0.878512
blues.00088	GZ	171.16	169.75	0	85	172.27	32	0.900870	0.043478	0	1	0.896913	0.872469	0.848410	0.872499	0.866372	0.848128	0.835020	0.832474	0.900870
blues.00089	GZ	107.15	74.11	-1	51	107.67	16	0.842325	0.063848	0	1	0.821547	0.747409	0.768412	0.818571	0.754707	0.788803	0.762931	0.842325	0.788543
blues.00090	GZ	141.23	70.41	2	66	143.55	1	0.868438	0.086183	0	1	0.868438	0.811244	0.793365	0.792774	0.771703	0.743039	0.771737	0.803617	0.748687
blues.00091	GZ	124.91	62.47	2	30	63.02	12	0.943358	0.039534	0	1	0.895236	0.901013	0.875887	0.904540	0.904287	0.903825	0.943358	0.908732	0.000000
blues.00092	GZ	120.67	141.48	-1	40	83.35	1	0.836690	0.128377	1	0	0.836690	0.726709	0.710846	0.705778	0.809013	0.675663	0.766641	0.681892	0.664358
blues.00093	GZ	87.89	60.04	-1	27	58.73	1	0.810316	0.122208	1	1	0.810316	0.674376	0.679035	0.775759	0.783387	0.658255	0.688107	0.778169	0.000000
blues.00094	GZ	102.43	102.67	0	47	103.36	8	0.827130	0.074266	0	1	0.765184	0.721925	0.740544	0.772611	0.731874	0.827130	0.768021	0.792470	0.666839
blues.00095	GZ	137.06	176.37	-1	65	136.00	1	0.906127	0.055489	0	1	0.906127	0.872029	0.846526	0.834476	0.838167	0.848874	0.852401	0.887358	0.881654
blues.00096	GZ	58.55	161.05	-1	68	143.55	1	0.890663	0.161895	1	0	0.890663	0.821952	0.791100	0.758141	0.716106	0.711022	0.688534	0.741429	0.692010
blues.00097	GZ	237.68	117.38	2	54	117.45	1	0.892539	0.050281	0	1	0.892539	0.844229	0.821781	0.833697	0.840285	0.845666	0.840254	0.850074	0.854232
blues.00098	GZ	125.52	126.06	0	61	123.05	1	0.966597	0.014543	0	1	0.966597	0.947983	0.950874	0.958144	0.937592	0.952949	0.951158	0.963119	0.958280
blues.00099	GZ	93.25	190.35	1	42	92.29	1	0.911335	0.044740	1	0	0.911335	0.889252	0.847807	0.863975	0.875067	0.869216	0.869441	0.827705	0.854336
classical.00000	GZ	94.26	189.35	1	48	95.70	1	0.874133	0.052044	1	1	0.874133	0.820007	0.821164	0.810706	0.825411	0.824828	0.821832	0.822346	0.829509
classical.00001	GZ	113.3	142.23	-1	57	112.35	1	0.833269	0.192850	0	0	0.833269	0.697462	0.663163	0.632947	0.637293	0.643545	0.663242	0.607277	0.589568
classical.00002	GZ	197.84	99.17	2	50	99.38	1	0.895595	0.100299	0	0	0.895595	0.833308	0.809433	0.792234	0.789871	0.786497	0.812425	0.783378	0.798359
classical.00003	GZ	65.83	147.28	-1	32	71.78	1	0.785474	0.246961	0	0	0.785474	0.607597	0.538513	0.510168	0.541980	0.631609	0.434558	0.496897	0.000000
classical.00004	GZ	161.72	108.28	-1	82	161.50	1	0.880462	0.132389	1	0	0.880462	0.811970	0.775417	0.751842	0.744304	0.767651	0.726872	0.737086	0.714748
classical.00005	GZ	140.21	142.97	0	65	143.55	1	0.877716	0.139991	1	0	0.877716	0.799316	0.752977	0.730729	0.747611	0.742017	0.716117	0.717977	0.733435
classical.00006	GZ	95.21	183.77	1	49	99.38	1	0.754171	0.104487	1	0	0.754171	0.676368	0.636587	0.647172	0.678902	0.671179	0.642035	0.652196	0.643273
classical.00007	GZ	106.69	109.94	0	108	215.33	1	0.901432	0.170832	1	0	0.901432	0.800095	0.750493	0.746221	0.747760	0.694146	0.714978	0.648446	0.643749
classical.00008	GZ	135.72	134.54	0	67	136.00	1	0.847086	0.173745	1	0	0.847086	0.738018	0.698017	0.696748	0.673197	0.673486	0.657042	0.638632	0.608183
classical.00009	GZ	60.13	102.01	-1	118	234.91	1	0.947002	0.339170	1	0	0.947002	0.851924	0.758976	0.686393	0.614629	0.601035	0.548363	0.537994	0.520535
classical.00010	GZ	103.44	69.92	-1	50	103.36	1	0.873438	0.046723	0	0	0.873438	0.817342	0.813926	0.831893	0.828161	0.825802	0.833440	0.827628	0.766692
classical.00011	GZ	75.67	151.85	1	55	152.00	1	0.885027	0.227763	0	0	0.885027	0.762599	0.751987	0.765134	0.654560	0.659969	0.571369	0.575510	0.426518
classical.00012	GZ	89.4	174.32	1	30	95.70	1	0.898381	0.218205	1	0	0.898381	0.827868	0.791502	0.731403	0.680176	0.677581	0.634223	0.632519	0.000000
classical.00013	GZ	125.9	124.71	0	61	129.20	1	0.871180	0.175117	1	0	0.871180	0.773389	0.725553	0.702925	0.677915	0.681311	0.722512	0.687921	0.689201
classical.00014	GZ	145.25	148.5	0	34	143.55	1	0.918628	0.116296	0	0	0.918628	0.853522	0.817833	0.803437	0.801227	0.822747	0.758281	0.715669	0.740697
classical.00015	GZ	78.38	145.12	-1	42	83.35	1	0.877390	0.150689	0	0	0.877390	0.768322	0.762063	0.800581	0.700413	0.682333	0.667346	0.681305	0.752989
classical.00016	GZ	99.4	100.15	0	35	99.38	1	0.835825	0.064931	1	0	0.835825	0.802065	0.782873	0.737360	0.778640	0.773962	0.767825	0.755078	0.587991
classical.00017	GZ	175.06	176.51	0	40	89.10	1	0.892649	0.063840	0	0	0.892649	0.880129	0.842899	0.850801	0.837647	0.819972	0.803927	0.818745	0.764653
classical.00018	GZ	79.2	71.0	-1	80	161.50	1	0.950990	0.165741	1	0	0.950990	0.887326	0.846976	0.822717	0.789390	0.781109	0.712429	0.686571	0.549529
classical.00019	GZ	94.84	147.63	-1	93	184.57	1	0.931795	0.161473	1	0	0.931795	0.848862	0.795707	0.768458	0.768075	0.772186	0.749905	0.728949	0.775794
classical.00020	GZ	140.44	144.0	0	71	143.55	1	0.878819	0.147519	1	0	0.878819	0.814029	0.807890	0.764400	0.735506	0.699757	0.685597	0.691904	0.727093
classical.00021	GZ	269.96	135.54	2	68	136.00	1	0.895237	0.132394	1	0	0.895237	0.830556	0.808692	0.804690	0.773258	0.752428	0.750358	0.741495	0.686496
classical.00022	GZ	102.29	108.95	-1	41	107.67	1	0.872401	0.101169	1	0	0.872401	0.797231	0.805885	0.831420	0.780495	0.758884	0.715441	0.702499	0.761969
classical.00023	GZ	92.66	88.14	-1	44	95.70	1	0.879960	0.176656	1	0	0.879960	0.770422	0.742624	0.726607	0.715007	0.691601	0.672643	0.687380	0.601409
classical.00024	GZ	151.56	152.43	0	76	152.00	1	0.834581	0.139435	1	0	0.834581	0.703443	0.665749	0.698396	0.729972	0.694616	0.682842	0.684896	0.695676
classical.00025	GZ	131.99	132.72	0	67	129.20	1	0.892726	0.073324	0	0	0.892726	0.829231	0.822507	0.817216	0.820692	0.824487	0.801772	0.818112	0.806633
classical.00026	GZ	152.3	135.06	-1	79	161.50	1	0.899676	0.172333	1	0	0.899676	0.822955	0.790256	0.784114	0.744783	0.709904	0.677672	0.661885	0.702889
classical.00027	GZ	72.31	144.81	1	71	136.00	1	0.916480	0.274293	1	0	0.916480	0.832844	0.776295	0.732521	0.657584	0.615130	0.569052	0.563853	0.626790
classical.00028	GZ	81.48	165.48	1	77	161.50	1	0.886857	0.121144	1	0	0.886857	0.808641	0.785479	0.774251	0.788596	0.753444	0.749026	0.757174	0.725054
classical.00029	GZ	68.88	137.12	1	68	136.00	1	0.897111	0.128312	1	0	0.897111	0.797081	0.767857	0.769741	0.804476	0.777805	0.758601	0.738352	0.737330
classical.00030	GZ	119.58	157.09	-1	59	117.45	1	0.870778	0.090950	1	0	0.870778	0.818158	0.793043	0.783942	0.787484	0.775713	0.706772	0.708317	0.736966
classical.00031	GZ	112.62	168.95	-1	55	112.35	2	0.928364	0.034443	0	0	0.918052	0.928364	0.897021	0.918315	0.912389	0.890822	0.873248	0.861496	0.817116
classical.00032	GZ	58.41	61.51	-1	52	103.36	1	0.951283	0.101139	0	1	0.951283	0.896760	0.872930	0.859309	0.834874	0.830013	0.840979	0.820641	0.885085
classical.00033	GZ	106.31	144.81	-1	48	95.70	1	0.901352	0.191080	1	0	0.901352	0.827052	0.787489	0.755215	0.724832	0.695713	0.664666	0.656694	0.569103
classical.00034	GZ	63.25	85.32	-1	61	123.05	1	0.854854	0.148324	0	0	0.854854	0.728994	0.715210	0.749185	0.712842	0.700216	0.674871	0.637292	0.635799
classical.00035	GZ	150.88	147.03	0	75	152.00	1	0.910344	0.051253	1	0	0.910344	0.886570	0.906915	0.870720	0.887584	0.847462	0.831176	0.810126	0.784007
classical.00036	GZ	52.2	182.5	-1	48	107.67	1	0.890791	0.194057	1	0	0.890791	0.789781	0.736075	0.708245	0.688785	0.687199	0.589776	0.644309	0.704682
classical.00037	GZ	129.4	160.37	-1	64	161.50	1	0.876546	0.122636	0	0	0.876546	0.799628	0.766982	0.767567	0.765445	0.740049	0.742374	0.739971	0.687885
classical.00038	GZ	73.55	71.12	0	60	152.00	1	0.912564	0.140812	1	0	0.912564	0.843076	0.806200	0.783429	0.768405	0.767793	0.775099	0.757351	0.725721
classical.00039	GZ	65.67	77.85	-1	71	161.50	1	0.951770	0.109682	1	0	0.951770	0.907816	0.883403	0.864740	0.842932	0.834780	0.841244	0.839650	0.830414
classical.00040	GZ	94.72	112.09	-1	37	107.67	1	0.887347	0.091672	0	1	0.887347	0.800133	0.755058	0.750114	0.791217	0.816505	0.747121	0.803674	0.857514
classical.00041	GZ	54.87	62.12	-1	56	123.05	1	0.920565	0.175518	1	0	0.920565	0.848716	0.802701	0.772305	0.744547	0.745546	0.742122	0.732845	0.743795
classical.00042	GZ	97.36	187.71	1	99	198.77	1	0.910017	0.177870	1	0	0.910017	0.824277	0.787118	0.756535	0.718677	0.686250	0.662808	0.702611	0.745616
classical.00043	GZ	124.92	133.9	-1	60	129.20	1	0.836235	0.140435	0	0	0.836235	0.713245	0.664749	0.702268	0.682735	0.658238	0.692156	0.699444	0.701105
classical.00044	GZ	81.81	125.45	-1	40	80.75	1	0.831632	0.128509	1	0	0.831632	0.796339	0.769215	0.727922	0.705829	0.700416	0.626527	0.655243	0.665700
classical.00045	GZ	95.33	182.23	-1	87	184.57	1	0.881800	0.142862	0	0	0.881800	0.791205	0.754256	0.737541	0.736745	0.727171	0.756922	0.740335	0.664260
classical.00046	GZ	128.71	174.21	-1	38	129.20	1	0.974545	0.035736	1	0	0.974545	0.965573	0.953914	0.951252	0.944512	0.933106	0.909525	0.880235	0.785905
classical.00047	GZ	49.81	148.56	-1	62	123.05	1	0.942551	0.156103	1	0	0.942551	0.890419	0.857222	0.833789	0.798056	0.774841	0.742194	0.695088	0.612247
classical.00048	GZ	89.1	185.15	1	88	172.27	1	0.900737	0.163615	1	0	0.900737	0.810062	0.754569	0.741461	0.732784	0.751825	0.708771	0.721711	0.690890
classical.00049	GZ	75.88	102.29	-1	54	103.36	1	0.929197	0.094544	1	0	0.929197	0.882457	0.852787	0.840987	0.842317	0.809966	0.788380	0.773654	0.828318
classical.00050	GZ	63.71	183.27	-1	55	107.67	1	0.962511	0.196570	1	0	0.962511	0.917944	0.884850	0.855571	0.792770	0.739113	0.673305	0.607524	0.621776
classical.00051	GZ	119.55	134.32	-1	68	136.00	1	0.956461	0.105469	1	0	0.956461	0.906903	0.875982	0.863376	0.845830	0.853427	0.848558	0.825664	0.811007
classical.00052	GZ	157.4	157.15	0	72	161.50	1	0.953147	0.070230	1	0	0.953147	0.917625	0.906990	0.893029	0.868127	0.872805	0.853959	0.858137	0.903059
classical.00053	GZ	214.23	105.01	2	96	215.33	1	0.943690	0.166832	1	0	0.943690	0.879464	0.838452	0.805823	0.772107	0.747563	0.706216	0.732590	0.781609
classical.00054	GZ	87.37	164.1	-1	50	95.70	1	0.933151	0.279120	1	0	0.933151	0.848088	0.773991	0.712232	0.645019	0.610683	0.646328	0.661733	0.555155
classical.00055	GZ	55.43	188.99	-1	41	78.30	1	0.829449	0.287960	0	1	0.829449	0.643472	0.550924	0.532053	0.518818	0.485829	0.564753	0.491637	0.756003
classical.00056	GZ	112.91	101.27	-1	48	95.70	1	0.929404	0.161017	1	0	0.929404	0.884906	0.849983	0.797865	0.738909	0.706430	0.709128	0.694757	0.819955
