track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label
blues.00052	50.52	99.7	0.6529	167.00	0.0161	98.50	0.6614	76.27	0.6155	144.90	0.6780	74.00	0.2459	149.96	0.8084	16.77	6.63	0.0000	5.36	4.56	0	0	30.01	199	0.0882	0.0782	0.0647	0.1778	0.3400	0.2800	0.4300	0.4867	0.5589	0.1622	0.5407	0.5409	0.5303	0.0657	0.6566	0.6364	1
blues.00053	100.93	100.58	0.7759	187.75	0.0233	101.00	0.6070	101.95	0.9060	102.64	1.0000	101.50	0.1388	98.67	0.5733	13.03	6.90	0.0000	5.46	4.80	0	0	30.01	207	0.0571	0.0590	0.1888	0.1046	0.4118	0.5769	0.7723	0.5232	0.5800	0.3809	0.7686	0.7190	0.5777	0.1117	0.7184	0.5243	0
blues.00054	181.55	181.98	0.6156	176.75	0.0258	181.00	0.4925	184.01	0.5657	184.35	0.5862	181.50	0.1459	182.86	0.8418	12.76	6.93	0.0000	5.73	4.96	0	0	30.01	208	0.1098	0.0667	0.2986	0.0845	0.3261	0.3478	0.5902	0.4234	0.5318	0.5925	0.5560	0.5982	0.6715	0.5459	0.7053	0.7005	0
blues.00055	132.9	132.09	0.5994	187.75	0.0232	64.00	0.5002	65.63	0.5494	65.36	0.5204	65.00	0.1435	133.33	0.8336	14.25	7.30	0.0000	6.03	5.36	0	0	30.01	219	0.0664	0.0259	0.0145	0.1413	0.4478	0.4118	0.4737	0.4724	0.5210	0.3738	0.5276	0.4847	0.7018	0.0963	0.6651	0.7569	0
blues.00056	53.4	169.39	0.4714	158.25	0.0241	160.50	0.6738	168.39	0.7272	163.31	0.6768	80.50	0.2156	162.45	0.8021	16.03	7.03	0.0000	5.33	4.46	0	0	30.01	211	0.0772	0.0532	0.0418	0.0618	0.4353	0.3953	0.4000	0.4235	0.4359	0.6919	0.5032	0.4695	0.6905	0.4524	0.7286	0.6619	-1
blues.00057	185.43	185.44	0.6502	187.75	0.0248	92.00	0.5899	94.66	0.6437	91.92	0.5389	92.50	0.2017	184.29	0.8190	13.31	6.33	0.0000	5.03	4.26	0	0	30.01	190	0.2823	0.0628	0.4791	0.2610	0.6237	0.4894	0.6452	0.4624	0.7388	0.6607	0.7639	0.6695	0.6825	0.5503	0.7513	0.6825	0
blues.00058	105.74	105.58	0.8270	150.25	0.0266	106.00	0.7184	105.60	1.0000	105.58	0.9518	157.50	0.1485	105.56	0.8238	13.74	7.10	0.0000	5.66	4.93	0	0	30.01	213	0.0941	0.0542	0.0892	0.5042	0.2642	0.6667	0.5566	0.7925	0.1758	0.4970	0.8351	0.6603	0.5991	0.0519	0.5566	0.7453	0
blues.00059	108	107.5	0.6347	107.25	0.0201	108.00	0.5948	106.77	0.9973	107.32	1.0000	108.00	0.1781	187.61	0.7636	13.98	6.53	0.0000	5.93	5.00	0	0	30.01	196	0.0659	0.0856	0.1621	0.0034	0.4444	0.3333	0.4815	0.3395	0.3089	0.4924	0.6282	0.6013	0.7487	0.2051	0.8564	0.5026	0
blues.00060	149.52	148.89	0.6660	187.75	0.0227	75.50	0.3584	151.95	0.4877	152.02	0.5149	73.50	0.0675	149.95	0.8650	12.67	7.30	0.0000	6.00	5.13	0	0	30.01	219	0.1770	0.0353	0.1269	0.3254	0.5600	0.4737	0.5369	0.5759	0.5323	0.5746	0.5939	0.6116	0.6743	0.2018	0.6376	0.8761	0
blues.00061	131.63	131.7	0.6708	187.75	0.0310	65.00	0.4054	135.13	0.5988	134.95	0.5676	197.50	0.1223	132.22	0.8644	11.58	7.56	0.0000	6.33	5.90	0	0	30.01	227	0.1382	0.0336	0.1401	0.4530	0.1212	0.4545	0.4242	0.7475	0.5045	0.2385	0.5495	0.6938	0.6726	0.0885	0.6283	0.8628	0
blues.00062	112.87	112.62	0.7993	176.75	0.0256	113.00	0.5882	110.79	0.9087	114.43	1.0000	168.50	0.1093	110.48	0.8131	12.77	7.00	0.0000	5.43	5.40	0	0	30.01	210	0.1672	0.0563	0.1446	0.5446	0.4912	0.1034	0.3540	0.7647	0.3758	0.5307	0.7865	0.7278	0.5646	0.0622	0.5455	0.7464	0
blues.00063	91.03	136.62	0.5298	130.50	0.0268	137.00	0.3345	90.92	0.6082	91.11	1.0000	183.00	0.0640	91.92	0.7212	14.58	6.76	0.0000	5.20	5.03	0	0	30.01	203	0.0345	0.0283	0.4823	0.0679	0.1014	0.7143	0.7226	0.4078	0.2132	0.4565	0.5668	0.5484	0.6188	0.3317	0.7376	0.5644	-1
blues.00064	155.31	155.58	0.6220	120.25	0.0210	77.00	0.4359	78.31	0.6256	153.00	0.5672	77.50	0.1311	155.42	0.8336	12.27	6.60	0.0000	4.96	5.36	0	0	30.01	198	0.2765	0.0588	0.4531	0.5811	0.0769	0.1026	0.6859	0.6453	0.2637	0.1458	0.5563	0.7380	0.5330	0.3452	0.4162	0.8985	0
blues.00065	108.03	107.97	0.6127	176.75	0.0260	107.50	0.5027	106.85	0.5422	106.61	1.0000	162.00	0.1169	109.78	0.6318	13.19	7.50	0.0000	6.03	5.23	0	0	30.01	225	0.0472	0.0887	0.1267	0.5871	0.7273	0.2857	0.5688	0.8650	0.5230	0.3178	0.7113	0.6958	0.6205	0.0223	0.5357	0.7902	0
blues.00066	164.02	123.93	0.5557	176.75	0.0170	124.50	0.3578	82.05	0.5693	82.24	0.5617	165.00	0.1049	122.56	0.7119	13.19	6.70	0.0000	5.66	5.13	0	0	30.01	201	0.0575	0.0381	0.0477	0.0189	0.4516	0.4194	0.3871	0.4032	0.4482	0.5963	0.5723	0.4456	0.6500	0.1850	0.6650	0.6100	-1
blues.00067	161.71	161.42	0.5231	158.25	0.0167	70.00	0.3221	162.90	0.6123	163.76	0.5884	79.50	0.0555	161.40	0.7631	12.04	7.20	0.0000	4.73	5.13	0	0	30.01	216	0.1815	0.0812	0.2412	0.2561	0.2840	0.2927	0.5741	0.5514	0.5577	0.4220	0.6540	0.6442	0.6558	0.3209	0.5814	0.8605	0
blues.00068	162.3	162.19	0.6744	130.50	0.0215	162.00	0.4247	161.40	0.6093	162.39	0.6092	81.50	0.1658	160.81	0.8386	13.80	6.63	0.0000	4.80	5.36	0	0	30.01	199	0.3188	0.0058	0.3801	0.4001	0.2195	0.2195	0.5951	0.5656	0.5258	0.5217	0.5194	0.6131	0.5859	0.3586	0.4545	0.8939	0
blues.00069	79.14	79.02	0.6328	176.75	0.0169	146.50	0.2201	78.63	0.9745	79.25	1.0000	132.00	0.0462	152.03	0.5104	13.63	7.60	0.0000	5.16	5.53	0	0	30.01	228	0.0294	0.0404	0.1163	0.3566	0.3000	0.4500	0.4500	0.7731	0.4277	0.3474	0.5574	0.7469	0.3216	0.0000	0.5639	0.7048	0
blues.00070	147.38	147.51	0.6144	111.25	0.0145	146.00	0.4710	145.75	0.5391	73.01	0.5377	74.00	0.1251	146.58	0.7850	14.26	6.76	0.0000	5.43	5.16	0	0	30.01	203	0.2088	0.0825	0.3613	0.5510	0.0676	0.7027	0.5743	0.7027	0.4375	0.5740	0.6128	0.7148	0.6436	0.2574	0.5446	0.8861	0
blues.00071	147.23	147.24	0.6382	187.75	0.0241	147.00	0.3849	72.98	0.5322	146.32	0.5482	146.50	0.0653	146.49	0.8227	11.78	7.46	0.0000	5.20	5.80	0	0	30.01	224	0.2258	0.0804	0.2410	0.3860	0.3919	0.8378	0.5743	0.6335	0.4888	0.6413	0.5112	0.6183	0.6457	0.1749	0.6143	0.8744	0
